Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","1180.4","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2015","2015","kg/ha","1109.4","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2016","2016","kg/ha","1116","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2017","2017","kg/ha","1061.1","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2018","2018","kg/ha","1110.2","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2019","2019","kg/ha","1156.8","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2020","2020","kg/ha","1181.6","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2021","2021","kg/ha","1086.3","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2022","2022","kg/ha","1151","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2023","2023","kg/ha","1052.4","A","Official figure",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","0141","Soya beans","2024","2024","kg/ha","1162","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","100772","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","100817.9","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","101674.3","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","101825.2","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","101893","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","101717.3","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","101608.5","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","101453.6","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","101428.8","E","Estimated value",""
"QCL","Crops and livestock products","854","Burkina Faso","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","101402","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","1326.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","1483.5","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","1297.7","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","1528.9","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","1000.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","1167.2","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","1219.9","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","1235.8","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","1208.1","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","1226.5","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2015","2015","kg/ha","1129.3","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2016","2016","kg/ha","2300.1","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2017","2017","kg/ha","1783.8","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2018","2018","kg/ha","1792.6","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2019","2019","kg/ha","1689.6","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2020","2020","kg/ha","1612.2","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2021","2021","kg/ha","1622","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2022","2022","kg/ha","1513.9","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2023","2023","kg/ha","1443.2","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0113","Rice","2024","2024","kg/ha","1367.9","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2015","2015","kg/ha","764.8","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2016","2016","kg/ha","680.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2017","2017","kg/ha","701.7","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2018","2018","kg/ha","681.4","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2019","2019","kg/ha","362.5","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","422.4","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","466.9","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","265.7","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","336.9","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","410.3","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2015","2015","kg/ha","594.8","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2016","2016","kg/ha","327.4","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2017","2017","kg/ha","482.5","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2018","2018","kg/ha","520.9","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2019","2019","kg/ha","424","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2020","2020","kg/ha","472.6","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2021","2021","kg/ha","470","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2022","2022","kg/ha","440","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2023","2023","kg/ha","444.7","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0141","Soya beans","2024","2024","kg/ha","434.3","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","71090.7","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","71913.9","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","66190.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","58370.6","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","58254.5","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","58181","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","44608.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","79463.9","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","82939.8","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","74580.2","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2015","2015","kg/ha","683.3","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2016","2016","kg/ha","386.1","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2017","2017","kg/ha","398.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2018","2018","kg/ha","1409.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2019","2019","kg/ha","640.2","A","Official figure",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2020","2020","kg/ha","711.9","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2021","2021","kg/ha","722.6","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2022","2022","kg/ha","734","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2023","2023","kg/ha","732.2","E","Estimated value",""
"QCL","Crops and livestock products","108","Burundi","5412","Yield","0111","Wheat","2024","2024","kg/ha","730.4","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","276.5","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","178","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","0.1","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","22.7","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","23.2","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","15.7","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","16.3","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","11.5","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","23","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","40.3","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","21969.4","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","17240.6","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","11882.6","E","Estimated value",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","7296.4","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","7296.4","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","7296.4","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","7353.9","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","7363.5","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","7366.7","A","Official figure",""
"QCL","Crops and livestock products","132","Cabo Verde","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","7077.7","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","3199.8","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","4811.9","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","5427.5","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","5915","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","4824.8","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","5290.9","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","5747.2","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","5920.6","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","5979","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6085.5","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2015","2015","kg/ha","3084.9","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2016","2016","kg/ha","3210.3","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2017","2017","kg/ha","3297.2","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2018","2018","kg/ha","3353.4","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2019","2019","kg/ha","3335.1","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2020","2020","kg/ha","3345.4","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2021","2021","kg/ha","3489.7","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2022","2022","kg/ha","3546.5","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2023","2023","kg/ha","3601.7","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0113","Rice","2024","2024","kg/ha","3643.7","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2015","2015","kg/ha","1317.8","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2016","2016","kg/ha","1309","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2017","2017","kg/ha","1304.2","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2018","2018","kg/ha","1297.1","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2019","2019","kg/ha","1291.4","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","1287.3","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","1289.7","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","1292.1","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","1290.1","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","1288","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2015","2015","kg/ha","1455","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2016","2016","kg/ha","1668.3","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2017","2017","kg/ha","1749.4","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2018","2018","kg/ha","2004.4","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2019","2019","kg/ha","1638.1","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2020","2020","kg/ha","1666.7","X","Figure from external organization",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2021","2021","kg/ha","1468.8","X","Figure from external organization",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2022","2022","kg/ha","1454.5","X","Figure from external organization",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2023","2023","kg/ha","1441.2","X","Figure from external organization",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","0141","Soya beans","2024","2024","kg/ha","1457.1","X","Figure from external organization",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","36937.5","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","35051.4","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","32947.6","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","34595","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","36370.6","A","Official figure",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","34499.1","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","35104.3","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","35291.8","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","34961","E","Estimated value",""
"QCL","Crops and livestock products","116","Cambodia","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","35117.9","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","1740.6","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","1980","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","1840","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","1845.6","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","1905.5","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","1784.7","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","1770.7","X","Figure from external organization",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","1692.3","X","Figure from external organization",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","1833.3","X","Figure from external organization",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","1833.3","X","Figure from external organization",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2015","2015","kg/ha","1227.1","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2016","2016","kg/ha","2110","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2017","2017","kg/ha","2110","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2018","2018","kg/ha","2640.6","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2019","2019","kg/ha","2140.7","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2020","2020","kg/ha","2131.2","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2021","2021","kg/ha","2052.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2022","2022","kg/ha","2189.5","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2023","2023","kg/ha","2166.9","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0113","Rice","2024","2024","kg/ha","2159.9","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2015","2015","kg/ha","1500","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2016","2016","kg/ha","1651.8","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2017","2017","kg/ha","1971.4","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2018","2018","kg/ha","1666.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2019","2019","kg/ha","2032","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2020","2020","kg/ha","2373.3","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2021","2021","kg/ha","1656.5","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2022","2022","kg/ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","2217.4","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","2143.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2015","2015","kg/ha","1334.9","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2016","2016","kg/ha","1650","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2017","2017","kg/ha","1630","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2018","2018","kg/ha","1460","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2019","2019","kg/ha","1420","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2020","2020","kg/ha","1660","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2021","2021","kg/ha","1726.4","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2022","2022","kg/ha","1669","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2023","2023","kg/ha","1716.3","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0141","Soya beans","2024","2024","kg/ha","1753.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2015","2015","kg/ha","40108.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2016","2016","kg/ha","41271.3","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2017","2017","kg/ha","56864.7","A","Official figure",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2018","2018","kg/ha","51230.8","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2019","2019","kg/ha","59360.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2020","2020","kg/ha","57746.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2021","2021","kg/ha","57084.6","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2022","2022","kg/ha","58536.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","59923.8","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","61699.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2015","2015","kg/ha","1331.7","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2016","2016","kg/ha","1331.9","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2017","2017","kg/ha","1335.4","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2018","2018","kg/ha","1337.2","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2019","2019","kg/ha","1337.6","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2020","2020","kg/ha","1336.6","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2021","2021","kg/ha","1337.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2022","2022","kg/ha","1337.1","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2023","2023","kg/ha","1336.9","E","Estimated value",""
"QCL","Crops and livestock products","120","Cameroon","5412","Yield","0111","Wheat","2024","2024","kg/ha","1337","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0115","Barley","2015","2015","kg/ha","3510","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0115","Barley","2016","2016","kg/ha","3901.4","A","Official figure",""
